cnt,pos,speed,DTorque,STorque,Force,,,,
4424,12.275,6.8921,279,0,125,48.828125,0,2596,520
4425,12.2613,6.6,279,0,125,48.828125,0,2597,520
4426,12.2483,6.0827,279,0,125,48.828125,0,2598,520
4427,12.2361,5.8088,280,0,126,49.21875,0,2599,520
4428,12.2303,5.7054,280,0,126,49.21875,0,2600,521
4429,12.2192,5.4437,281,0,126,49.21875,0,2601,521
4430,12.2085,5.322,281,0,126,49.21875,0,2602,521
4431,12.2033,5.0603,281,0,126,49.21875,0,2603,521
4432,12.1933,4.9568,282,0,126,49.21875,0,2604,521
4433,12.1883,4.9082,282,0,126,49.21875,0,2605,522
4434,12.1785,4.8869,282,0,126,49.21875,0,2606,522
4435,12.1737,4.7438,282,0,126,49.21875,0,2607,522
4436,12.1641,4.8869,282,0,126,49.21875,0,2608,522
4437,12.1544,4.8412,282,0,126,49.21875,0,2609,522
4438,12.1495,4.8047,282,0,126,49.21875,0,2610,523
4439,12.1399,4.966,282,0,126,49.21875,0,2611,523
4440,12.1299,5.0633,281,0,126,49.21875,0,2612,523
4441,12.1249,5.0086,281,0,126,49.21875,0,2613,523
4442,12.1148,5.2824,281,0,126,49.21875,0,2614,523
4443,12.1042,5.3007,281,0,126,49.21875,0,2615,524
4444,12.0936,5.4102,280,0,126,49.21875,0,2616,524
4445,12.0827,5.5319,280,0,126,49.21875,0,2617,524
4446,12.0717,5.4559,279,0,125,48.828125,0,2618,524
4447,12.0663,5.6506,279,0,125,48.828125,0,2619,524
4448,12.0606,5.5715,279,0,125,48.828125,0,2620,525
4449,12.0494,5.5898,279,0,125,48.828125,0,2621,525
4450,12.044,5.538,278,0,125,48.828125,0,2622,525
4451,12.0329,5.5228,278,0,125,48.828125,0,2623,525
4452,12.0221,5.3129,278,0,125,48.828125,0,2624,525
4453,12.0169,5.3524,277,0,124,48.4375,0,2625,526
4454,12.0115,5.1364,278,0,125,48.828125,0,2626,526
4455,12.0013,4.8564,278,0,125,48.828125,0,2627,526
4456,11.9917,4.7043,278,0,125,48.828125,0,2628,526
4457,11.9825,4.4091,278,0,125,48.828125,0,2629,526
4458,11.9781,4.1626,278,0,125,48.828125,0,2630,527
4459,11.97,3.8401,278,0,125,48.828125,0,2631,527
4460,11.9623,3.551,278,0,125,48.828125,0,2632,527
4461,11.9554,3.4111,279,0,125,48.828125,0,2633,527
4462,11.9521,2.9638,279,0,125,48.828125,0,2634,527
4463,11.9463,2.836,280,0,126,49.21875,0,2635,528
4464,11.9437,2.5104,280,0,126,49.21875,0,2636,528
4465,11.9412,2.416,280,0,126,49.21875,0,2637,528
4466,11.9388,2.2487,280,0,126,49.21875,0,2638,528
4467,11.9345,2.06,281,0,126,49.21875,0,2639,528
4468,11.9326,1.8014,281,0,126,49.21875,0,2640,529
4469,11.9308,1.6918,281,0,126,49.21875,0,2641,529
4470,11.9275,1.421,281,0,126,49.21875,0,2642,529
4471,11.9261,1.2841,282,0,126,49.21875,0,2643,529
4472,11.9236,1.1198,282,0,126,49.21875,0,2644,529
4473,11.9214,1.0376,283,0,127,49.609375,0,2645,530
4474,11.9205,0.8672,283,0,127,49.609375,0,2646,530
4475,11.9188,0.7577,283,0,127,49.609375,0,2647,530
4476,11.9173,0.7181,283,0,127,49.609375,0,2648,530
4477,11.9166,0.6451,283,0,127,49.609375,0,2649,530
4478,11.916,0.6086,283,0,127,49.609375,0,2650,531
4479,11.9148,0.569,284,0,127,49.609375,0,2651,531
4480,11.9143,0.5508,284,0,127,49.609375,0,2652,531
4481,11.9137,0.5234,284,0,127,49.609375,0,2653,531
4482,11.9132,0.4656,284,0,127,49.609375,0,2654,531
4483,11.9123,0.4503,284,0,127,49.609375,0,2655,532
4484,11.9119,0.4169,284,0,127,49.609375,0,2656,532
4485,11.9115,0.3925,284,0,127,49.609375,0,2657,532
4486,11.9111,0.3804,284,0,127,49.609375,0,2658,532
4487,11.9107,0.356,284,0,127,49.609375,0,2659,532
4488,11.91,0.3469,284,0,127,49.609375,0,2660,533
4489,11.9097,0.3438,284,0,127,49.609375,0,2661,533
4490,11.9093,0.3134,284,0,127,49.609375,0,2662,533
4491,11.909,0.3012,284,0,127,49.609375,0,2663,533
4492,11.9084,0.283,284,0,127,49.609375,0,2664,533
4493,11.9081,0.2708,284,0,127,49.609375,0,2665,534
4494,11.9079,0.2434,284,0,127,49.609375,0,2666,534
4495,11.9077,0.2221,284,0,127,49.609375,0,2667,534
4496,11.9074,0.2282,284,0,127,49.609375,0,2668,534
4497,11.9072,0.2069,284,0,127,49.609375,0,2669,534
4498,11.907,0.2039,284,0,127,49.609375,0,2670,535
4499,11.9066,0.1856,284,0,127,49.609375,0,2671,535
4500,11.9064,0.1765,284,0,127,49.609375,0,2672,535
4501,11.9063,0.1765,284,0,127,49.609375,0,2673,535
4502,11.9057,0.1795,284,0,127,49.609375,0,2674,535
4503,11.9055,0.1765,284,0,127,49.609375,0,2675,536
4504,11.9054,0.1765,284,0,127,49.609375,0,2676,536
4505,11.9052,0.1826,284,0,127,49.609375,0,2677,536
4506,11.9046,0.1917,284,0,127,49.609375,0,2678,536
4507,11.9042,0.1947,284,0,127,49.609375,0,2679,536
4508,11.904,0.1947,284,0,127,49.609375,0,2680,537
4509,11.9037,0.1947,284,0,127,49.609375,0,2681,537
4510,11.9035,0.1887,284,0,127,49.609375,0,2682,537
4511,11.9031,0.1917,284,0,127,49.609375,0,2683,537
4512,11.9029,0.1947,284,0,127,49.609375,0,2684,537
4513,11.9027,0.2069,284,0,127,49.609375,0,2685,538
4514,11.9023,0.2069,284,0,127,49.609375,0,2686,538
4515,11.9021,0.213,284,0,127,49.609375,0,2687,538
4516,11.9017,0.2008,284,0,127,49.609375,0,2688,538
4517,11.9015,0.2069,284,0,127,49.609375,0,2689,538
4518,11.901,0.21,284,0,127,49.609375,0,2690,539
4519,11.9006,0.216,284,0,127,49.609375,0,2691,539
4520,11.9004,0.2373,284,0,127,49.609375,0,2692,539
4521,11.8999,0.2434,284,0,127,49.609375,0,2693,539
4522,11.8994,0.2556,284,0,127,49.609375,0,2694,539
4523,11.8991,0.2891,284,0,127,49.609375,0,2695,540
4524,11.8988,0.3073,284,0,127,49.609375,0,2696,540
4525,11.8982,0.3469,284,0,127,49.609375,0,2697,540
4526,11.8975,0.3895,284,0,127,49.609375,0,2698,540
4527,11.8967,0.429,284,0,127,49.609375,0,2699,540
4528,11.8962,0.496,283,0,127,49.609375,0,2700,541
4529,11.8952,0.5538,283,0,127,49.609375,0,2701,541
4530,11.8946,0.5903,283,0,127,49.609375,0,2702,541
4531,11.8934,0.6816,283,0,127,49.609375,0,2703,541
4532,11.8912,0.8033,283,0,127,49.609375,0,2704,541
4533,11.8903,0.9037,283,0,127,49.609375,0,2705,542
4534,11.8885,0.9828,282,0,126,49.21875,0,2706,542
4535,11.8875,1.0346,282,0,126,49.21875,0,2707,542
4536,11.8853,1.135,282,0,126,49.21875,0,2708,542
4537,11.883,1.1898,282,0,126,49.21875,0,2709,542
4538,11.8818,1.3236,281,0,126,49.21875,0,2710,543
26377,12.0927,0.0122,18,0,8,3.125,0,2711,543
26378,12.0927,0.0122,19,0,8,3.125,0,2712,543
26379,12.0927,0.0061,18,0,8,3.125,0,2713,543
26380,12.0927,0.003,18,0,8,3.125,0,2714,543
26381,12.0927,0.0091,18,0,8,3.125,0,2715,544
26382,12.0926,0.0091,19,0,8,3.125,0,2716,544
26383,12.0926,0.0061,18,0,8,3.125,0,2717,544
26384,12.0926,0.0152,18,0,8,3.125,0,2718,544
26385,12.0926,0.0091,18,0,8,3.125,0,2719,544
26386,12.0926,0.0091,19,0,8,3.125,0,2720,545
26387,12.0926,0.0091,18,0,8,3.125,0,2721,545
26388,12.0926,0.0061,18,0,8,3.125,0,2722,545
26389,12.0926,0.0061,18,0,8,3.125,0,2723,545
26390,12.0926,0.0122,19,0,8,3.125,0,2724,545
26391,12.0925,0.0304,19,0,8,3.125,0,2725,546
26392,12.0925,0.0213,18,0,8,3.125,0,2726,546
26393,12.0925,0.0213,18,0,8,3.125,0,2727,546
26394,12.0924,0.0122,18,0,8,3.125,0,2728,546
26395,12.0924,0.0061,18,0,8,3.125,0,2729,546
26396,12.0924,0.0061,19,0,8,3.125,0,2730,547
26397,12.0924,0.003,18,0,8,3.125,0,2731,547
26398,12.0924,0.003,19,0,8,3.125,0,2732,547
26399,12.0924,0.0122,19,0,8,3.125,0,2733,547
26400,12.0924,0.0243,19,0,8,3.125,0,2734,547
26401,12.0923,0.0152,19,0,8,3.125,0,2735,548
26402,12.0923,0.003,19,0,8,3.125,0,2736,548
26403,12.0923,0,19,0,8,3.125,0,2737,548
26404,12.0923,0.0243,19,0,8,3.125,0,2738,548
26405,12.0922,0.0183,19,0,8,3.125,0,2739,548
26406,12.0922,0.0152,19,0,8,3.125,0,2740,549
26407,12.0922,0.0061,19,0,8,3.125,0,2741,549
26408,12.0922,0.0091,19,0,8,3.125,0,2742,549
26409,12.0922,0.0061,19,0,8,3.125,0,2743,549
26410,12.0922,0.0152,19,0,8,3.125,0,2744,549
26411,12.0921,0.0122,19,0,8,3.125,0,2745,550
26412,12.0921,0.0061,19,0,8,3.125,0,2746,550
26413,12.0921,0.0091,19,0,8,3.125,0,2747,550
26414,12.0921,0.003,19,0,8,3.125,0,2748,550
26415,12.0921,0.0152,19,0,8,3.125,0,2749,550
26416,12.092,0,18,0,8,3.125,0,2750,551
26417,12.092,-0.003,19,0,8,3.125,0,2751,551
26418,12.092,0.0122,19,0,8,3.125,0,2752,551
26419,12.092,0.0122,19,0,8,3.125,0,2753,551
26420,12.092,0.0213,19,0,8,3.125,0,2754,551
26421,12.092,0.0152,19,0,8,3.125,0,2755,552
26422,12.092,0.0091,19,0,8,3.125,0,2756,552
26423,12.0919,0,19,0,8,3.125,0,2757,552
26424,12.0919,0.003,19,0,8,3.125,0,2758,552
26425,12.0919,0,19,0,8,3.125,0,2759,552
26426,12.0919,0.0091,19,0,8,3.125,0,2760,553
26427,12.0919,0.0061,19,0,8,3.125,0,2761,553
26428,12.0919,0.003,19,0,8,3.125,0,2762,553
26429,12.0919,0,19,0,8,3.125,0,2763,553
26430,12.0919,0.0061,19,0,8,3.125,0,2764,553
26431,12.0918,0.003,19,0,8,3.125,0,2765,554
26432,12.0918,-0.003,19,0,8,3.125,0,2766,554
26433,12.0918,-0.003,19,0,8,3.125,0,2767,554
26434,12.0918,0.0061,19,0,8,3.125,0,2768,554
26435,12.0918,-0.003,19,0,8,3.125,0,2769,554
26436,12.0918,0.003,19,0,8,3.125,0,2770,555
26437,12.0918,0.003,19,0,8,3.125,0,2771,555
26438,12.0918,0,19,0,8,3.125,0,2772,555
26439,12.0918,0.0061,19,0,8,3.125,0,2773,555
26440,12.0918,0.003,19,0,8,3.125,0,2774,555
26441,12.0918,-0.003,20,0,9,3.515625,0,2775,556
26442,12.0918,0,20,0,9,3.515625,0,2776,556
26443,12.0918,0.0061,20,0,9,3.515625,0,2777,556
26444,12.0918,0,19,0,8,3.125,0,2778,556
26445,12.0918,0,19,0,8,3.125,0,2779,556
26446,12.0918,-0.003,19,0,8,3.125,0,2780,557
26447,12.0918,0.003,19,0,8,3.125,0,2781,557
26448,12.0918,-0.0061,20,0,9,3.515625,0,2782,557
26449,12.0918,0,19,0,8,3.125,0,2783,557
26450,12.0918,-0.0061,20,0,9,3.515625,0,2784,557
26451,12.0918,0.0091,20,0,9,3.515625,0,2785,558
26452,12.0918,0.003,20,0,9,3.515625,0,2786,558
26453,12.0918,0,20,0,9,3.515625,0,2787,558
26454,12.0918,0.003,20,0,9,3.515625,0,2788,558
26455,12.0918,-0.0091,20,0,9,3.515625,0,2789,558
26456,12.0918,0.003,20,0,9,3.515625,0,2790,559
26457,12.0918,0,20,0,9,3.515625,0,2791,559
26458,12.0918,-0.0061,20,0,9,3.515625,0,2792,559
26459,12.0918,-0.0061,20,0,9,3.515625,0,2793,559
26460,12.0918,0.003,20,0,9,3.515625,0,2794,559
26461,12.0918,-0.0091,20,0,9,3.515625,0,2795,560
26462,12.0918,0,19,0,8,3.125,0,2796,560
26463,12.0918,0,20,0,9,3.515625,0,2797,560
26464,12.0918,0.0091,20,0,9,3.515625,0,2798,560
26465,12.0918,0.0061,20,0,9,3.515625,0,2799,560
26466,12.0918,0.003,20,0,9,3.515625,0,2800,561
26467,12.0918,-0.003,20,0,9,3.515625,0,2801,561
26468,12.0918,0,20,0,9,3.515625,0,2802,561
26469,12.0918,0.003,20,0,9,3.515625,0,2803,561
26470,12.0918,0,20,0,9,3.515625,0,2804,561
26471,12.0918,0,20,0,9,3.515625,0,2805,562
26472,12.0918,-0.003,20,0,9,3.515625,0,2806,562
26473,12.0918,0.003,20,0,9,3.515625,0,2807,562
26474,12.0918,0,20,0,9,3.515625,0,2808,562
26475,12.0918,-0.0091,20,0,9,3.515625,0,2809,562
26476,12.0918,0.0091,20,0,9,3.515625,0,2810,563
26477,12.0918,0.003,20,0,9,3.515625,0,2811,563
26478,12.0918,-0.0061,20,0,9,3.515625,0,2812,563
26479,12.0918,0.0091,20,0,9,3.515625,0,2813,563
26480,12.0918,-0.0122,20,0,9,3.515625,0,2814,563
26481,12.0918,0.003,20,0,9,3.515625,0,2815,564
26482,12.0918,0.0061,20,0,9,3.515625,0,2816,564
26483,12.0918,-0.0091,20,0,9,3.515625,0,2817,564
26484,12.0918,-0.003,20,0,9,3.515625,0,2818,564
26485,12.0918,0,20,0,9,3.515625,0,2819,564
26486,12.0918,-0.003,20,0,9,3.515625,0,2820,565
26487,12.0918,-0.0061,20,0,9,3.515625,0,2821,565
26488,12.0918,0.003,20,0,9,3.515625,0,2822,565
26489,12.0918,-0.003,20,0,9,3.515625,0,2823,565
26490,12.0918,0.0091,20,0,9,3.515625,0,2824,565
26491,12.0918,-0.003,20,0,9,3.515625,0,2825,566
26492,12.0918,0.0061,20,0,9,3.515625,0,2826,566
26493,12.0918,0.0061,20,0,9,3.515625,0,2827,566
26494,12.0918,-0.0183,20,0,9,3.515625,0,2828,566
26495,12.0918,-0.003,20,0,9,3.515625,0,2829,566
26496,12.0919,0.0061,20,0,9,3.515625,0,2830,567
26497,12.0918,0,20,0,9,3.515625,0,2831,567
26498,12.0918,-0.0061,20,0,9,3.515625,0,2832,567
26499,12.0919,-0.0091,20,0,9,3.515625,0,2833,567
26500,12.0919,0.003,20,0,9,3.515625,0,2834,567
26501,12.0919,0.0061,20,0,9,3.515625,0,2835,568
26502,12.0918,-0.003,20,0,9,3.515625,0,2836,568
26503,12.0919,0.003,20,0,9,3.515625,0,2837,568
26504,12.0919,-0.003,20,0,9,3.515625,0,2838,568
26505,12.0919,-0.0091,20,0,9,3.515625,0,2839,568
26506,12.0919,0,20,0,9,3.515625,0,2840,569
26507,12.0919,-0.0091,21,0,9,3.515625,0,2841,569
26508,12.0919,0.003,20,0,9,3.515625,0,2842,569
26509,12.0919,-0.0061,20,0,9,3.515625,0,2843,569
26510,12.0919,-0.0091,20,0,9,3.515625,0,2844,569
26511,12.0919,-0.0091,20,0,9,3.515625,0,2845,570
26512,12.0919,-0.003,20,0,9,3.515625,0,2846,570
26513,12.0919,0.003,20,0,9,3.515625,0,2847,570
26514,12.0919,0,20,0,9,3.515625,0,2848,570
26515,12.0919,0,21,0,9,3.515625,0,2849,570
26516,12.0919,-0.0091,21,0,9,3.515625,0,2850,571
26517,12.0919,0,21,0,9,3.515625,0,2851,571
26518,12.0919,0.003,21,0,9,3.515625,0,2852,571
26519,12.0919,0.003,21,0,9,3.515625,0,2853,571
26520,12.0919,-0.0091,20,0,9,3.515625,0,2854,571
26521,12.0919,-0.0122,20,0,9,3.515625,0,2855,572
26522,12.092,-0.0122,20,0,9,3.515625,0,2856,572
26523,12.092,0.0061,21,0,9,3.515625,0,2857,572
26524,12.092,-0.003,20,0,9,3.515625,0,2858,572
26525,12.092,-0.0091,21,0,9,3.515625,0,2859,572
26526,12.092,-0.0122,21,0,9,3.515625,0,2860,573
26527,12.092,0.003,21,0,9,3.515625,0,2861,573
26528,12.092,-0.0091,21,0,9,3.515625,0,2862,573
26529,12.092,-0.0091,21,0,9,3.515625,0,2863,573
26530,12.092,-0.0061,21,0,9,3.515625,0,2864,573
26531,12.092,-0.0091,21,0,9,3.515625,0,2865,574
26532,12.092,-0.0061,21,0,9,3.515625,0,2866,574
26533,12.092,0.003,21,0,9,3.515625,0,2867,574
26534,12.092,-0.003,21,0,9,3.515625,0,2868,574
26535,12.092,-0.003,21,0,9,3.515625,0,2869,574
26536,12.092,-0.0061,21,0,9,3.515625,0,2870,575
26537,12.0921,-0.0122,21,0,9,3.515625,0,2871,575
26538,12.0921,-0.0122,21,0,9,3.515625,0,2872,575
26539,12.0921,-0.0061,21,0,9,3.515625,0,2873,575
26540,12.0921,0,21,0,9,3.515625,0,2874,575
26541,12.0921,0,21,0,9,3.515625,0,2875,576
26542,12.0921,-0.0122,21,0,9,3.515625,0,2876,576
26543,12.0921,-0.0061,21,0,9,3.515625,0,2877,576
26544,12.0921,-0.0091,21,0,9,3.515625,0,2878,576
26545,12.0921,0,21,0,9,3.515625,0,2879,576
26546,12.0921,0.0091,21,0,9,3.515625,0,2880,577
26547,12.0921,-0.0122,21,0,9,3.515625,0,2881,577
26548,12.0922,-0.0122,21,0,9,3.515625,0,2882,577
26549,12.0922,0.0061,21,0,9,3.515625,0,2883,577
26550,12.0922,0.0061,21,0,9,3.515625,0,2884,577
26551,12.0922,-0.0061,21,0,9,3.515625,0,2885,578
26552,12.0922,-0.0061,21,0,9,3.515625,0,2886,578
26553,12.0922,-0.0061,21,0,9,3.515625,0,2887,578
26554,12.0922,-0.0122,21,0,9,3.515625,0,2888,578
26555,12.0922,-0.0061,21,0,9,3.515625,0,2889,578
26556,12.0922,0.003,21,0,9,3.515625,0,2890,579
26557,12.0922,0.003,21,0,9,3.515625,0,2891,579
26558,12.0922,-0.003,21,0,9,3.515625,0,2892,579
26559,12.0922,0.0061,21,0,9,3.515625,0,2893,579
26560,12.0922,-0.0061,21,0,9,3.515625,0,2894,579
26561,12.0922,-0.0091,21,0,9,3.515625,0,2895,580
26562,12.0922,-0.003,21,0,9,3.515625,0,2896,580
26563,12.0922,0.003,21,0,9,3.515625,0,2897,580
26564,12.0922,0.003,21,0,9,3.515625,0,2898,580
26565,12.0922,-0.003,21,0,9,3.515625,0,2899,580
26566,12.0922,0.003,21,0,9,3.515625,0,2900,581
26567,12.0922,-0.0091,21,0,9,3.515625,0,2901,581
26568,12.0922,-0.0091,21,0,9,3.515625,0,2902,581
26569,12.0922,0.0061,21,0,9,3.515625,0,2903,581
26570,12.0922,0,21,0,9,3.515625,0,2904,581
26571,12.0922,0,21,0,9,3.515625,0,2905,582
26572,12.0922,0,21,0,9,3.515625,0,2906,582
26573,12.0922,0,21,0,9,3.515625,0,2907,582
26574,12.0922,0.003,21,0,9,3.515625,0,2908,582
26575,12.0922,0,21,0,9,3.515625,0,2909,582
26576,12.0922,-0.0091,21,0,9,3.515625,0,2910,583
26577,12.0922,-0.0061,21,0,9,3.515625,0,2911,583
26578,12.0922,-0.003,21,0,9,3.515625,0,2912,583
26579,12.0923,0.003,21,0,9,3.515625,0,2913,583
26580,12.0922,-0.0061,21,0,9,3.515625,0,2914,583
26581,12.0922,0.0061,21,0,9,3.515625,0,2915,584
26582,12.0923,-0.0061,21,0,9,3.515625,0,2916,584
26583,12.0923,0,21,0,9,3.515625,0,2917,584
26584,12.0923,0.003,21,0,9,3.515625,0,2918,584
26585,12.0923,0.003,21,0,9,3.515625,0,2919,584
26586,12.0923,-0.0061,21,0,9,3.515625,0,2920,585
26587,12.0923,0,21,0,9,3.515625,0,2921,585
26588,12.0923,0,21,0,9,3.515625,0,2922,585
26589,12.0923,-0.003,21,0,9,3.515625,0,2923,585
26590,12.0923,0.003,21,0,9,3.515625,0,2924,585
26591,12.0923,-0.003,21,0,9,3.515625,0,2925,586
26592,12.0923,-0.003,22,0,9,3.515625,0,2926,586
26593,12.0923,-0.003,21,0,9,3.515625,0,2927,586
26594,12.0923,-0.0061,21,0,9,3.515625,0,2928,586
26595,12.0923,-0.003,21,0,9,3.515625,0,2929,586
26596,12.0923,-0.003,21,0,9,3.515625,0,2930,587
26597,12.0923,0,21,0,9,3.515625,0,2931,587
26598,12.0923,-0.0091,21,0,9,3.515625,0,2932,587
26599,12.0923,-0.0122,21,0,9,3.515625,0,2933,587
26600,12.0923,0,22,0,9,3.515625,0,2934,587
26601,12.0923,0.003,21,0,9,3.515625,0,2935,588
26602,12.0923,-0.0061,22,0,9,3.515625,0,2936,588
26603,12.0923,0.0061,22,0,9,3.515625,0,2937,588
26604,12.0923,-0.0061,22,0,9,3.515625,0,2938,588
26605,12.0923,-0.003,22,0,9,3.515625,0,2939,588
26606,12.0923,0,22,0,9,3.515625,0,2940,589
26607,12.0923,-0.0091,22,0,9,3.515625,0,2941,589
26608,12.0923,0.0091,22,0,9,3.515625,0,2942,589
26609,12.0923,0,22,0,9,3.515625,0,2943,589
26610,12.0923,0,22,0,9,3.515625,0,2944,589
26611,12.0923,-0.003,22,0,9,3.515625,0,2945,590
26612,12.0923,0,22,0,9,3.515625,0,2946,590
26613,12.0923,-0.0061,22,0,9,3.515625,0,2947,590
26614,12.0923,-0.003,22,0,9,3.515625,0,2948,590
26615,12.0923,0.003,22,0,9,3.515625,0,2949,590
26616,12.0924,-0.003,22,0,9,3.515625,0,2950,591
26617,12.0924,-0.0061,22,0,9,3.515625,0,2951,591
26618,12.0924,-0.0061,22,0,9,3.515625,0,2952,591
26619,12.0924,0.003,22,0,9,3.515625,0,2953,591
26620,12.0924,-0.0061,22,0,9,3.515625,0,2954,591
26621,12.0924,0,22,0,9,3.515625,0,2955,592
26622,12.0924,-0.0091,22,0,9,3.515625,0,2956,592
26623,12.0924,-0.0061,22,0,9,3.515625,0,2957,592
26624,12.0924,0.003,22,0,9,3.515625,0,2958,592
26625,12.0924,0,22,0,9,3.515625,0,2959,592
26626,12.0924,-0.0061,22,0,9,3.515625,0,2960,593
26627,12.0924,0,22,0,9,3.515625,0,2961,593
26628,12.0924,-0.003,22,0,9,3.515625,0,2962,593
26629,12.0924,-0.0122,22,0,9,3.515625,0,2963,593
26630,12.0924,-0.0061,22,0,9,3.515625,0,2964,593
26631,12.0924,0.003,22,0,9,3.515625,0,2965,594
26632,12.0924,0.0122,22,0,9,3.515625,0,2966,594
26633,12.0924,-0.0152,22,0,9,3.515625,0,2967,594
26634,12.0924,-0.0213,22,0,9,3.515625,0,2968,594
26635,12.0925,0.003,22,0,9,3.515625,0,2969,594
26636,12.0925,0,22,0,9,3.515625,0,2970,595
26637,12.0925,-0.0061,22,0,9,3.515625,0,2971,595
26638,12.0925,0.003,22,0,9,3.515625,0,2972,595
26639,12.0925,-0.003,22,0,9,3.515625,0,2973,595
26640,12.0925,-0.003,22,0,9,3.515625,0,2974,595
26641,12.0925,0,22,0,9,3.515625,0,2975,596
26642,12.0925,0.0061,22,0,9,3.515625,0,2976,596
26643,12.0925,-0.003,22,0,9,3.515625,0,2977,596
26644,12.0925,0.003,22,0,9,3.515625,0,2978,596
26645,12.0925,-0.003,22,0,9,3.515625,0,2979,596
26646,12.0925,-0.0091,22,0,9,3.515625,0,2980,597
26647,12.0925,-0.0183,22,0,9,3.515625,0,2981,597
26648,12.0925,-0.0122,22,0,9,3.515625,0,2982,597
26649,12.0925,-0.0213,22,0,9,3.515625,0,2983,597
26650,12.0925,0,22,0,9,3.515625,0,2984,597
26651,12.0925,0,22,0,9,3.515625,0,2985,598
26652,12.0925,0.003,22,0,9,3.515625,0,2986,598
26653,12.0925,-0.0061,22,0,9,3.515625,0,2987,598
26654,12.0926,-0.0061,22,0,9,3.515625,0,2988,598
26655,12.0926,-0.0061,22,0,9,3.515625,0,2989,598
26656,12.0926,-0.003,22,0,9,3.515625,0,2990,599
26657,12.0926,0,22,0,9,3.515625,0,2991,599
26658,12.0926,0.003,22,0,9,3.515625,0,2992,599
26659,12.0926,-0.003,22,0,9,3.515625,0,2993,599
26660,12.0926,-0.0061,22,0,9,3.515625,0,2994,599
26661,12.0926,-0.0122,22,0,9,3.515625,0,2995,600
26662,12.0926,-0.0061,22,0,9,3.515625,0,2996,600
26663,12.0926,-0.003,22,0,9,3.515625,0,2997,600
26664,12.0926,-0.0091,22,0,9,3.515625,0,2998,600
26665,12.0926,-0.003,22,0,9,3.515625,0,2999,600
26666,12.0926,-0.003,22,0,9,3.515625,0,3000,601
26667,12.0926,0,22,0,9,3.515625,0,3001,601
26668,12.0926,-0.0122,22,0,9,3.515625,0,3002,601
26669,12.0926,-0.0122,22,0,9,3.515625,0,3003,601
26670,12.0927,-0.0091,22,0,9,3.515625,0,3004,601
26671,12.0927,-0.0061,22,0,9,3.515625,0,3005,602
26672,12.0927,0,22,0,9,3.515625,0,3006,602
26673,12.0927,0,22,0,9,3.515625,0,3007,602
26674,12.0927,-0.003,22,0,9,3.515625,0,3008,602
26675,12.0927,-0.0091,22,0,9,3.515625,0,3009,602
26676,12.0927,-0.0061,22,0,9,3.515625,0,3010,603
26677,12.0927,0,22,0,9,3.515625,0,3011,603
26678,12.0927,0.003,23,0,10,3.90625,0,3012,603
26679,12.0927,0.003,22,0,9,3.515625,0,3013,603
26680,12.0927,-0.0122,22,0,9,3.515625,0,3014,603
26681,12.0927,-0.0091,22,0,9,3.515625,0,3015,604
26682,12.0927,-0.003,22,0,9,3.515625,0,3016,604
26683,12.0927,-0.003,22,0,9,3.515625,0,3017,604
26684,12.0927,-0.0061,22,0,9,3.515625,0,3018,604
26685,12.0927,0,22,0,9,3.515625,0,3019,604
26686,12.0927,-0.0122,22,0,9,3.515625,0,3020,605
26687,12.0927,0,22,0,9,3.515625,0,3021,605
26688,12.0927,0,22,0,9,3.515625,0,3022,605
26689,12.0927,-0.0061,22,0,9,3.515625,0,3023,605
26690,12.0927,-0.003,23,0,10,3.90625,0,3024,605
26691,12.0928,0.003,23,0,10,3.90625,0,3025,606
26692,12.0927,0,23,0,10,3.90625,0,3026,606
26693,12.0928,-0.003,23,0,10,3.90625,0,3027,606
26694,12.0928,-0.0091,22,0,9,3.515625,0,3028,606
26695,12.0928,-0.0122,22,0,9,3.515625,0,3029,606
26696,12.0928,-0.0061,22,0,9,3.515625,0,3030,607
26697,12.0928,-0.003,22,0,9,3.515625,0,3031,607
26698,12.0928,-0.0061,23,0,10,3.90625,0,3032,607
26699,12.0928,-0.0091,23,0,10,3.90625,0,3033,607
26700,12.0929,0.003,23,0,10,3.90625,0,3034,607
26701,12.0929,0,23,0,10,3.90625,0,3035,608
26702,12.0929,0.0061,23,0,10,3.90625,0,3036,608
26703,12.0929,-0.0091,23,0,10,3.90625,0,3037,608
26704,12.0929,-0.0061,23,0,10,3.90625,0,3038,608
26705,12.0929,0.0061,23,0,10,3.90625,0,3039,608
26706,12.0929,0,23,0,10,3.90625,0,3040,609
26707,12.0929,0.003,23,0,10,3.90625,0,3041,609
26708,12.0929,0,23,0,10,3.90625,0,3042,609
26709,12.0929,-0.0061,23,0,10,3.90625,0,3043,609
26710,12.0929,0.0091,23,0,10,3.90625,0,3044,609
26711,12.0929,0,23,0,10,3.90625,0,3045,610
26712,12.0929,0.003,23,0,10,3.90625,0,3046,610
26713,12.0929,0,23,0,10,3.90625,0,3047,610
26714,12.0929,0.0061,23,0,10,3.90625,0,3048,610
26715,12.0929,0.0091,23,0,10,3.90625,0,3049,610
26716,12.0929,0,23,0,10,3.90625,0,3050,611
26717,12.0929,-0.0091,23,0,10,3.90625,0,3051,611
26718,12.0929,0,23,0,10,3.90625,0,3052,611
26719,12.0929,0,23,0,10,3.90625,0,3053,611
26720,12.0929,-0.003,23,0,10,3.90625,0,3054,611
